Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,22800,10/9/2023,-0.003664678,0.021554604,0.021942842,21,100
Market-Adjusted Model,22801,10/9/2023,0.007550429,0.075363096,0.033157949,21,100
Market-Adjusted Model,22802,10/9/2023,0.105263166,0.141815911,0.130870687,21,100
Market-Adjusted Model,22804,10/9/2023,-0.380589896,-0.404516528,-0.354982376,21,100
Market-Adjusted Model,22805,10/9/2023,-0.002139089,0.040736969,0.023468431,21,100
Market-Adjusted Model,22806,10/9/2023,-0.007295483,-0.007677906,-0.007495851,15,100
Market-Adjusted Model,22807,10/9/2023,-0.032988714,-0.007330329,-0.007381193,21,100
Market-Adjusted Model,22810,10/9/2023,0.032170531,0.058594709,0.057778052,21,100
Market-Adjusted Model,22811,10/9/2023,-0.291208829,-0.299855117,-0.265601308,21,100
Market-Adjusted Model,22812,10/9/2023,0.052644404,0.078536822,0.078251925,21,100
Market-Adjusted Model,22813,10/9/2023,-0.014246229,0.010988461,0.011361292,21,100
Market-Adjusted Model,22814,10/9/2023,-0.021753107,0.00334116,0.003854414,21,100
Market-Adjusted Model,22815,10/9/2023,-0.017431152,0.007745946,0.008176369,21,100
Market-Adjusted Model,22818,10/9/2023,-0.019291699,0.005857641,0.006315821,21,100
Market-Adjusted Model,22819,10/9/2023,-0.025343825,-0.0002562,0.000263695,21,100
Market-Adjusted Model,22820,10/9/2023,-0.021528852,0.003641624,0.004078668,21,100
Market-Adjusted Model,22821,10/9/2023,-0.020218434,0.00490664,0.005389086,21,100
Market-Adjusted Model,22822,10/9/2023,0.001500341,0.026758821,0.027107861,21,100
Market-Adjusted Model,22823,10/9/2023,-0.0099292,0.015448572,0.01567832,21,100
Market-Adjusted Model,22826,10/9/2023,-0.020680182,0.005142173,0.004927338,21,100
Market-Adjusted Model,22827,10/9/2023,-0.011880337,0.014199189,0.013727183,21,100
Market-Adjusted Model,22828,10/9/2023,-0.013779501,0.011973028,0.01182802,21,100
Market-Adjusted Model,22829,10/9/2023,-0.021637712,0.003930515,0.003969809,21,100
Market-Adjusted Model,22830,10/9/2023,-0.018300656,0.007445327,0.007306864,21,100
Market-Adjusted Model,22831,10/9/2023,-0.023669566,0.001506402,0.001937954,21,100
Market-Adjusted Model,22834,10/9/2023,-0.127386986,-0.108677554,-0.101779466,21,100
Market-Adjusted Model,22835,10/9/2023,-0.018148769,0.007053149,0.007458752,21,100
Market-Adjusted Model,22836,10/9/2023,-0.048130432,-0.022646491,-0.022522912,21,100
Market-Adjusted Model,22837,10/9/2023,-0.060606004,-0.035633991,-0.034998483,21,100
Market-Adjusted Model,22838,10/9/2023,-0.021235493,0.004363808,0.004372028,21,100
Market-Adjusted Model,22839,10/9/2023,0.020074208,0.053116603,0.045681728,21,100
Market-Adjusted Model,22843,10/9/2023,-0.019944978,0.006086088,0.005662542,21,100
Market-Adjusted Model,22844,10/9/2023,-0.023022706,0.00207023,0.002584814,21,100
Market-Adjusted Model,22845,10/9/2023,-0.030369311,-0.005199211,-0.00476179,21,100
Market-Adjusted Model,22846,10/9/2023,-0.032112846,-0.007127438,-0.006505325,21,100
Market-Adjusted Model,22847,10/9/2023,-0.08985894,-0.06733714,-0.064251419,21,100
Market-Adjusted Model,22848,10/9/2023,-0.005042025,0.021395898,0.020565495,21,100
Market-Adjusted Model,22849,10/9/2023,-0.009485414,0.016837262,0.016122107,21,100
Market-Adjusted Model,22850,10/9/2023,-0.035441817,-0.009488426,-0.009834296,21,100
Market-Adjusted Model,22851,10/9/2023,-0.032991165,-0.007480528,-0.007383644,21,100
Market-Adjusted Model,22852,10/9/2023,-0.013830157,0.012134447,0.011777364,21,100
Market-Adjusted Model,22853,10/9/2023,-0.044598078,-0.019077876,-0.018990558,21,100
Market-Adjusted Model,22854,10/9/2023,-0.017018782,0.008455436,0.008588738,21,100
Market-Adjusted Model,22856,10/9/2023,-0.042434407,-0.017734754,-0.016826886,21,100
Market-Adjusted Model,22857,10/9/2023,0.009669375,0.055085179,0.035276895,21,100
Market-Adjusted Model,22858,10/9/2023,-0.066400956,-0.041540642,-0.040793436,21,100
Market-Adjusted Model,22861,10/9/2023,-0.029640539,-0.003958366,-0.004033019,21,100
Market-Adjusted Model,22862,10/9/2023,-0.048012669,-0.022566476,-0.022405148,21,100
Market-Adjusted Model,22865,10/9/2023,-0.012295354,0.012872648,0.013312167,21,100
Market-Adjusted Model,22866,10/9/2023,-0.027222298,-0.001826118,-0.001614777,21,100
Market-Adjusted Model,22869,10/9/2023,-0.006853338,0.018583139,0.018754183,21,100
Market-Adjusted Model,22870,10/9/2023,0.007764922,0.033393392,0.033372443,21,100
Market-Adjusted Model,22871,10/9/2023,-0.031871852,-0.00623153,-0.006264332,21,100
Market-Adjusted Model,22872,10/9/2023,-0.100639511,-0.078797985,-0.07503199,21,100
Market-Adjusted Model,22873,10/9/2023,0.002279947,0.027473597,0.027887468,21,100
Market-Adjusted Model,22874,10/9/2023,-0.004595606,0.020665342,0.021011915,21,100
Market-Adjusted Model,22877,10/9/2023,0.004681576,0.029868309,0.030289097,21,100
Market-Adjusted Model,22878,10/9/2023,0.009699815,0.035027808,0.035307335,21,100
Market-Adjusted Model,22879,10/9/2023,0.022412659,0.05958297,0.04802018,21,100
Market-Adjusted Model,22880,10/9/2023,-0.06008727,-0.031841806,-0.03447975,21,100
Market-Adjusted Model,22881,10/9/2023,-0.002822176,0.022431468,0.022785344,21,100
Market-Adjusted Model,22882,10/9/2023,0.006616233,0.039016205,0.032223753,21,100
Market-Adjusted Model,22885,10/9/2023,-0.201686344,-0.171654893,-0.176078823,21,100
Market-Adjusted Model,22886,10/9/2023,0.019765778,0.064714646,0.045373298,21,100
Market-Adjusted Model,22887,10/9/2023,0.005570981,0.030940226,0.031178501,21,100
Market-Adjusted Model,22888,10/9/2023,0.004696099,0.029893394,0.03030362,21,100
Market-Adjusted Model,22889,10/9/2023,-1.17E-10,0.025272892,0.02560752,21,100
Market-Adjusted Model,22890,10/9/2023,0.010328696,0.035499377,0.035936217,21,100
Market-Adjusted Model,22894,10/9/2023,0.015243891,0.068638194,0.040851412,21,100
Market-Adjusted Model,22895,10/9/2023,0.00233432,0.027567297,0.027941841,21,100
Market-Adjusted Model,22896,10/9/2023,-0.058013067,-0.032148882,-0.032405547,21,100
Market-Adjusted Model,22897,10/9/2023,0.10176992,0.179512167,0.127377441,21,100
Market-Adjusted Model,22898,10/9/2023,0.005299193,0.030483631,0.030906714,21,100
Market-Adjusted Model,22899,10/9/2023,-0.071672365,-0.030830653,-0.046064844,21,100
Market-Adjusted Model,22900,10/9/2023,0.0050137,0.032197135,0.030621221,21,100
Market-Adjusted Model,22901,10/9/2023,0.002327801,0.029628731,0.027935321,21,100
Market-Adjusted Model,22902,10/9/2023,0.003291006,0.028488074,0.028898526,21,100
Market-Adjusted Model,22903,10/9/2023,-0.035286369,-0.008064463,-0.009678848,21,100
Market-Adjusted Model,22906,10/9/2023,-0.152639105,-0.131020153,-0.127031585,21,100
Market-Adjusted Model,22907,10/9/2023,0.00368315,0.02889575,0.029290671,21,100
Market-Adjusted Model,22908,10/9/2023,-0.903264101,-1.974033763,-0.877656581,21,100
Market-Adjusted Model,22909,10/9/2023,-0.165644165,-0.147124923,-0.140036645,21,100
Market-Adjusted Model,22910,10/9/2023,-0.001401247,0.023830394,0.024206274,21,100
Market-Adjusted Model,22911,10/9/2023,-0.090103112,-0.052872846,-0.064495592,21,100
Market-Adjusted Model,22915,10/9/2023,0.006267639,0.03147841,0.031875159,21,100
Market-Adjusted Model,22916,10/9/2023,-0.033050655,0.000840527,-0.007443134,21,100
Market-Adjusted Model,22917,10/9/2023,-0.025699694,-0.002076477,-0.002132919,20,100
Market-Adjusted Model,22918,10/9/2023,-0.029243455,-0.003637724,-0.003635935,21,100
Market-Adjusted Model,22919,10/9/2023,-0.053874393,-0.029245435,-0.028266872,21,100
Market-Adjusted Model,22922,10/9/2023,-0.039690429,-0.014570589,-0.014082909,21,100
Market-Adjusted Model,22923,10/9/2023,0.007604556,0.032961689,0.033212076,21,100
Market-Adjusted Model,22924,10/9/2023,-0.029389344,-0.004363118,-0.003781824,21,100
Market-Adjusted Model,22925,10/9/2023,-0.148089217,-0.12918652,-0.122481696,21,100
Market-Adjusted Model,22926,10/9/2023,-0.017401435,0.008013978,0.008206086,21,100
Market-Adjusted Model,22927,10/9/2023,-0.046090686,-0.019894144,-0.020483166,21,100
Market-Adjusted Model,22928,10/9/2023,-0.103780084,-0.078514715,-0.078172563,21,100
Market-Adjusted Model,22929,10/9/2023,-0.037370395,-0.012175674,-0.011762875,21,100
Market-Adjusted Model,22930,10/9/2023,-0.063848926,-0.039785135,-0.038241406,21,100
Market-Adjusted Model,22931,10/9/2023,-0.059859142,-0.03540163,-0.034251622,21,100
Market-Adjusted Model,22932,10/9/2023,-0.052364854,-0.027707592,-0.026757333,21,100
Market-Adjusted Model,22933,10/9/2023,-0.003371048,0.0222682,0.022236472,21,100
Market-Adjusted Model,22934,10/9/2023,-0.152679495,-0.127362544,-0.127071974,21,100
Market-Adjusted Model,22935,10/9/2023,-0.086141346,-0.062119269,-0.060533826,21,100
Market-Adjusted Model,22936,10/9/2023,-0.029343216,-0.004138739,-0.003735696,21,100
Market-Adjusted Model,22938,10/9/2023,-0.013515253,0.011794981,0.012092268,21,100
Market-Adjusted Model,22941,10/9/2023,-0.017675039,0.00774986,0.007932482,21,100
Market-Adjusted Model,22942,10/9/2023,-0.027366646,-0.001725122,-0.001759126,21,100
Market-Adjusted Model,22943,10/9/2023,-0.018423035,0.00685835,0.007184486,21,100
Market-Adjusted Model,22944,10/9/2023,-0.017922615,0.007273768,0.007684905,21,100
Market-Adjusted Model,22946,10/9/2023,0.00380952,0.028996581,0.029417041,21,100
Market-Adjusted Model,22950,10/9/2023,-0.0286597,-0.002488447,-0.003052179,21,100
Market-Adjusted Model,22951,10/9/2023,-0.056002165,-0.031716897,-0.030394645,21,100
Market-Adjusted Model,22952,10/9/2023,0.093137284,0.167979045,0.118744804,21,100
Market-Adjusted Model,22953,10/9/2023,0.007504683,0.044236269,0.033112204,21,100
Market-Adjusted Model,22954,10/9/2023,-0.045193365,-0.020446479,-0.019585845,21,100
Market-Adjusted Model,22957,10/9/2023,-0.01821611,0.008746626,0.007391411,21,100
Market-Adjusted Model,22958,10/9/2023,-0.021307497,0.00397304,0.004300023,21,100
Market-Adjusted Model,22960,10/9/2023,-0.040870403,-0.015319832,-0.015262883,21,100
Market-Adjusted Model,22961,10/9/2023,-0.016250188,0.009054076,0.009357332,21,100
Market-Adjusted Model,22962,10/9/2023,-0.023514995,0.001651826,0.002092526,21,100
Market-Adjusted Model,22965,10/9/2023,-0.156630709,-0.117775231,-0.131023188,21,100
Market-Adjusted Model,22966,10/9/2023,0.166374501,0.291105277,0.191982022,21,100
Market-Adjusted Model,22967,10/9/2023,0.000888009,0.027388676,0.02649553,21,100
Market-Adjusted Model,22969,10/9/2023,0.003260438,0.028450646,0.028867959,21,100
Market-Adjusted Model,22970,10/9/2023,0.007462679,0.032689033,0.0330702,21,100
Market-Adjusted Model,22973,10/9/2023,0.014925357,0.04844252,0.040532877,21,100
Market-Adjusted Model,22974,10/9/2023,0.002348485,0.027567446,0.027956005,21,100
Market-Adjusted Model,22975,10/9/2023,-0.331983825,-0.345706946,-0.306376305,21,100
Market-Adjusted Model,22976,10/9/2023,-0.086486485,-0.057680849,-0.060878964,21,100
Market-Adjusted Model,22977,10/9/2023,-0.12400457,-0.101555082,-0.098397049,21,100
Market-Adjusted Model,22980,10/9/2023,-0.043367367,-0.018526859,-0.017759847,21,100
Market-Adjusted Model,22981,10/9/2023,-0.051024648,-0.026459603,-0.025417127,21,100
Market-Adjusted Model,22982,10/9/2023,-0.037842493,-0.012770107,-0.012234973,21,100
Market-Adjusted Model,22985,10/9/2023,-0.027780227,-0.002718256,-0.002172706,21,100
Market-Adjusted Model,22986,10/9/2023,-0.030673223,-0.005214038,-0.005065702,21,100
Market-Adjusted Model,22987,10/9/2023,-0.031020184,-0.00504106,-0.005412664,21,100
Market-Adjusted Model,22988,10/9/2023,0.004264055,0.029449255,0.029871576,21,100
Market-Adjusted Model,22989,10/9/2023,-0.025793972,-0.000716861,-0.000186452,21,100
Market-Adjusted Model,22990,10/9/2023,-0.044570149,-0.019540358,-0.018962628,21,100
Market-Adjusted Model,22991,10/9/2023,-0.024264589,0.001321747,0.001342932,21,100
Market-Adjusted Model,22992,10/9/2023,-1.71E-10,0.025401741,0.02560752,21,100
Market-Adjusted Model,22993,10/9/2023,0.007801657,0.043843029,0.033409178,21,100
Market-Adjusted Model,22994,10/9/2023,-0.011901707,0.013313134,0.013705814,21,100
Market-Adjusted Model,22995,10/9/2023,0.075098838,0.10858178,0.100706358,21,100
Market-Adjusted Model,22996,10/9/2023,-0.246653913,-0.249555741,-0.221046392,21,100
Market-Adjusted Model,22997,10/9/2023,-0.178604851,-0.15984552,-0.152997331,21,100
Market-Adjusted Model,23000,10/9/2023,-0.081795816,-0.058306803,-0.056188296,21,100
Market-Adjusted Model,23001,10/9/2023,-0.009293675,0.017495308,0.016313845,21,100
Market-Adjusted Model,23002,10/9/2023,-0.028731442,-0.00292628,-0.003123922,21,100
Market-Adjusted Model,23003,10/9/2023,-0.036577816,-0.011354206,-0.010970296,21,100
Market-Adjusted Model,23004,10/9/2023,-0.048664267,-0.023565264,-0.023056747,21,100
Market-Adjusted Model,23005,10/9/2023,-0.021137728,0.003886572,0.004469792,21,100
Market-Adjusted Model,23006,10/9/2023,-0.030823377,0.000411231,-0.005215856,21,100
Market-Adjusted Model,23007,10/9/2023,-0.19205698,-0.116386005,-0.166449459,21,100
Market-Adjusted Model,23008,10/9/2023,-0.027027018,0.177174807,-0.001419498,21,100
Market-Adjusted Model,23009,10/9/2023,-0.004438163,0.021774511,0.021169357,21,100
Market-Adjusted Model,23010,10/9/2023,0.161269901,0.187101282,0.186877422,21,100
Market-Adjusted Model,23011,10/9/2023,-0.002298815,0.022929412,0.023308705,21,100
Market-Adjusted Model,23012,10/9/2023,0.004255326,0.029763849,0.029862846,21,100
Market-Adjusted Model,23014,10/9/2023,-0.392989878,-0.448834015,-0.367382358,21,100
Market-Adjusted Model,23015,10/9/2023,-0.179431132,-0.144431946,-0.153823611,21,100
Market-Adjusted Model,23016,10/9/2023,0.012218137,0.037344914,0.037825658,21,100
Market-Adjusted Model,23017,10/9/2023,-0.038662475,-0.013706117,-0.013054954,21,100
Market-Adjusted Model,23020,10/9/2023,0.008243444,0.044021281,0.033850965,21,100
Market-Adjusted Model,23021,10/9/2023,-0.501253126,-0.579209054,-0.475645606,21,100
Market-Adjusted Model,23022,10/9/2023,-0.018828405,0.00754146,0.006779116,21,100
Market-Adjusted Model,23024,10/9/2023,0.002754884,0.027952475,0.028362404,21,100
Market-Adjusted Model,23025,10/9/2023,0.004199727,0.029461097,0.029807247,21,100
Market-Adjusted Model,23026,10/9/2023,-0.029403538,-0.002051818,-0.003796018,21,100
Market-Adjusted Model,23029,10/9/2023,0.068000024,0.118830745,0.093607544,21,100
Market-Adjusted Model,23030,10/9/2023,-0.067738854,-0.043448789,-0.042131334,21,100
Market-Adjusted Model,23031,10/9/2023,0.04508192,0.08990861,0.070689441,21,100
Market-Adjusted Model,23032,10/9/2023,-0.181748455,-0.161347496,-0.156140935,21,100
Market-Adjusted Model,23033,10/9/2023,-0.138889954,-0.114048669,-0.113282434,21,100
Market-Adjusted Model,23036,10/9/2023,-0.076603108,-0.053325029,-0.050995588,21,100
Market-Adjusted Model,23037,10/9/2023,-0.229798005,-0.190269021,-0.204190485,21,100
Market-Adjusted Model,23038,10/9/2023,-0.370967751,-0.262584876,-0.34536023,21,100
Market-Adjusted Model,23039,10/9/2023,-0.132483436,-0.111381456,-0.106875916,21,100
Market-Adjusted Model,23040,10/9/2023,0.00599351,0.033411455,0.03160103,21,100
Market-Adjusted Model,23041,10/9/2023,-0.054325978,-0.015820851,-0.028718457,21,100
Market-Adjusted Model,23044,10/9/2023,-0.027071559,-0.001311076,-0.001464039,21,100
Market-Adjusted Model,23045,10/9/2023,-0.049595693,-0.024229201,-0.023988172,21,100
Market-Adjusted Model,23046,10/9/2023,0.013888855,0.117380139,0.039496376,21,100
Market-Adjusted Model,23047,10/9/2023,0.016055137,0.06720916,0.041662658,21,100
Market-Adjusted Model,23049,10/9/2023,0.003286371,0.028497521,0.028893891,21,100
Market-Adjusted Model,23052,10/9/2023,0.002814323,0.0280043,0.028421844,21,100
Market-Adjusted Model,23053,10/9/2023,0.005447156,0.030658875,0.031054676,21,100
Market-Adjusted Model,23054,10/9/2023,-0.098901132,-0.052990572,-0.073293611,21,100
Market-Adjusted Model,23056,10/9/2023,-0.15876144,-0.03007944,-0.13315392,21,100
Market-Adjusted Model,23057,10/9/2023,-0.060606066,-0.017470572,-0.034998546,21,100
Market-Adjusted Model,23058,10/9/2023,-0.080188682,-0.050703107,-0.054581161,21,100
Market-Adjusted Model,23059,10/9/2023,0.003168841,0.028561506,0.028776361,21,100
Market-Adjusted Model,23060,10/9/2023,-0.002571311,0.02412368,0.023036209,21,100
Market-Adjusted Model,23061,10/9/2023,-0.011256191,0.014547127,0.014351329,21,100
Market-Adjusted Model,23062,10/9/2023,0.146317139,0.173529104,0.171924659,21,100
Market-Adjusted Model,23063,10/9/2023,-0.100483321,-0.078038047,-0.074875801,21,100
Market-Adjusted Model,23064,10/9/2023,-0.131132105,-0.101094338,-0.105524585,21,100
Market-Adjusted Model,23065,10/9/2023,0.229994091,0.261142053,0.255601611,21,100
Market-Adjusted Model,23066,10/9/2023,-0.014245568,0.010980761,0.011361953,21,100
Market-Adjusted Model,23067,10/9/2023,-0.040086115,-0.015387375,-0.014478594,21,100
Market-Adjusted Model,23068,10/9/2023,-0.103956696,-0.069463968,-0.078349176,21,100
Market-Adjusted Model,23071,10/9/2023,-0.041055653,-0.011699883,-0.015448132,21,100
Market-Adjusted Model,23072,10/9/2023,-0.016974728,0.00822895,0.008632793,21,100
Market-Adjusted Model,23073,10/9/2023,-0.021794508,0.003305263,0.003813013,21,100
Market-Adjusted Model,23074,10/9/2023,-0.027633351,-0.002614574,-0.00202583,21,100
Market-Adjusted Model,23075,10/9/2023,-0.043516602,-0.018497271,-0.017909081,21,100
Market-Adjusted Model,23076,10/9/2023,-0.010174244,0.015334206,0.015433276,21,100
Market-Adjusted Model,23079,10/9/2023,-0.062739051,-0.038325805,-0.037131531,21,100
Market-Adjusted Model,23080,10/9/2023,-0.023810107,0.001684855,0.001797413,21,100
Market-Adjusted Model,23081,10/9/2023,-0.073170734,-0.042054943,-0.047563214,21,100
Market-Adjusted Model,23082,10/9/2023,-0.051041011,-0.025775278,-0.02543349,21,100
Market-Adjusted Model,23083,10/9/2023,-0.051243211,-0.025800591,-0.025635691,21,100
Market-Adjusted Model,23084,10/9/2023,0.018825416,0.04443701,0.044432937,21,100
Market-Adjusted Model,23087,10/9/2023,-0.016674052,0.008701209,0.008933469,21,100
Market-Adjusted Model,23088,10/9/2023,0.153557984,0.204207938,0.179165504,21,100
Market-Adjusted Model,23089,10/9/2023,-0.006251915,0.018957367,0.019355606,21,100
Market-Adjusted Model,23090,10/9/2023,-0.059625786,-0.034603087,-0.034018266,21,100
Market-Adjusted Model,23091,10/9/2023,-0.034782593,-0.009770126,-0.009175073,21,100
Market-Adjusted Model,23092,10/9/2023,-0.014100111,0.011637626,0.01150741,21,100
Market-Adjusted Model,23095,10/9/2023,-0.017764285,0.008262418,0.007843235,21,100
Market-Adjusted Model,23096,10/9/2023,-0.030766484,-0.005281866,-0.005158964,21,100
Market-Adjusted Model,23097,10/9/2023,-0.025094929,0.00017189,0.000512592,21,100
Market-Adjusted Model,23098,10/9/2023,-0.004152806,0.021329383,0.021454714,21,100
Market-Adjusted Model,23100,10/9/2023,0.013729944,0.042734715,0.039337465,21,100
Market-Adjusted Model,23101,10/9/2023,-0.090163947,0.002646406,-0.064556426,21,100
Market-Adjusted Model,23102,10/9/2023,0.199846221,0.292198929,0.225453742,21,100
Market-Adjusted Model,23103,10/9/2023,0.043872891,0.089981971,0.069480412,21,100
Market-Adjusted Model,23104,10/9/2023,-0.04148876,-0.015639079,-0.015881239,21,100
